parts,label,sample_id,type,cbo,dit,rfc,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,nosi,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
train,none,3945737,1,3,2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,0,0,0
train,none,8089702,3,2,1,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,4,0,0,0,4
train,none,8099651,1,11,2,23,0,0,13,0,11,0,2,0,13,0,0,0,5,2,0,0,5,0,2,0,22,0,5,0,1,3,0,10,0,8,1,0,0,0,74,1,0,96,0.85,0,0,31
train,none,5630626,2,1,4,0,-1,-1,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,13,9,0,4,0,0,1,1
train,none,7636168,1,3,2,5,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,17,1,0,8,0,0,0,1
train,none,6814400,1,8,6,4,0,0,5,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,42,17,0,18,0,0,0,5
train,none,8295936,1,12,2,15,0,0,4,0,3,0,1,0,4,0,0,0,1,0,0,1,0,0,1,0,2,0,4,2,0,5,0,10,2,8,2,0,0,0,36,1,0,53,0.3333,0,0,12
train,none,8645264,2,0,1,3,0,0,7,0,6,0,0,1,7,0,0,0,3,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,3,0,0,0,0,50,10,0,20,1.1667,0,3,7
train,none,8533873,1,7,2,4,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,19,1,0,9,0,0,0,2
train,none,9295153,1,9,2,7,0,0,5,0,0,0,0,5,5,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,2,56,1024,0,15,0,0,4,5
train,none,4281055,2,4,2,5,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,1,2,1,0,0,0,28,9,0,8,0,0,1,3
train,none,9482329,1,8,2,1,0,0,3,0,3,0,0,0,3,0,0,0,4,1,1,3,0,0,4,0,1,0,0,0,0,0,0,4,0,4,0,1,0,0,22,1,0,36,1.125,0,0,6
train,none,6393486,1,4,1,2,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,2,1,0,0,0,24,0,0,14,0,0,0,4
train,none,4658287,1,4,2,2,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,23,17,0,7,2,0,0,2
train,none,7856180,1,7,1,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,12,0,0,0,4
train,none,7790763,1,8,2,14,0,0,18,0,17,0,0,1,18,0,13,0,3,0,0,2,1,0,2,0,14,0,1,0,1,3,2,7,1,4,1,0,0,0,143,1,0,63,0.7255,0,0,20
train,none,3974401,1,2,1,2,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,1,0,5,0,0,0,2
train,none,6263358,1,4,4,12,0,0,13,0,13,0,0,0,13,0,0,0,3,0,0,3,0,0,0,0,13,0,7,0,1,10,10,15,9,7,1,0,0,0,103,1,0,92,0.6389,0,0,21
train,none,7455825,1,3,1,1,0,0,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0,0,1,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,9,0.6667,0,0,3
train,none,9241391,1,5,1,5,0.7,1,5,0,2,0,0,3,5,0,3,0,4,1,0,4,0,0,3,0,8,0,2,0,4,0,13,8,3,7,2,0,0,0,46,8,0,37,1.25,0,0,12
train,none,4536448,1,6,3,11,0,0,10,0,6,4,0,0,6,0,0,0,5,0,0,5,0,0,4,0,11,0,4,0,1,7,0,10,1,8,2,0,0,0,32,1,0,49,0.8,0,0,14
train,none,5563186,2,5,1,1,0,0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,0,0,0,17,9,0,47,0,0,1,7
train,none,8923216,1,7,1,13,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,5,0,5,0,1,0,0,24,1,0,23,0,0,0,2
train,none,7748459,1,4,3,2,0,0,2,1,1,0,1,0,3,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,34,1,0,5,1,0,0,2
train,none,7961905,1,11,1,6,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,3,1,1,0,0,22,17,0,23,0,0,0,3
train,none,5338390,1,2,1,5,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,1,1,0,0,1,0,0,0,4,0,4,1,0,0,0,36,1,0,20,0.5,0,0,5
train,none,5537428,1,9,1,18,0,0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,25,13,10,3,10,0,0,0,0,33,17,0,33,0,0,0,4
train,none,8584799,2,4,1,17,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,3,0,1,3,0,0,0,28,10,0,52,0,0,5,11
train,none,6080166,1,22,1,14,0.10714286,0.10714286,8,0,3,0,5,0,8,2,0,0,2,0,0,0,2,0,2,0,11,0,4,0,5,0,3,18,0,14,3,0,0,0,39,1024,0,70,1.1429,0,3,22
train,none,6836240,3,1,1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,1,0,0,0,1
train,none,6123342,1,30,1,9,0,0,21,20,20,1,0,0,20,0,0,0,1,1,0,1,0,0,1,5,20,0,0,0,0,1,0,1,0,3,0,0,0,2,122,17,0,63,1,0,0,21
train,none,9398714,3,4,1,0,0,0,8,0,8,0,0,0,8,0,0,0,23,23,23,0,0,0,23,0,0,0,0,0,0,0,23,23,0,23,0,0,0,0,162,1,0,8,1.1429,0,0,8
train,none,5371806,1,2,3,1,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,6,0,0,0,2
train,none,5363451,1,14,1,13,0,0,3,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,12,1,1,0,2,15,0,7,0,7,5,0,0,0,55,1,0,71,0,0,0,16
train,none,7906999,1,4,1,36,0,0,17,16,16,1,0,0,16,0,0,0,0,0,0,0,0,0,0,14,21,3,3,0,0,8,25,14,17,11,3,0,0,2,105,17,0,88,0,0,0,28
train,none,9542671,3,6,1,0,0,0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,7,0,0,0,7
train,none,5593201,1,3,3,6,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,28,147,188,0,32,0,0,0,0,37,1,0,237,0,0,0,5
train,none,7899540,1,1,6,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1025,0,3,0,0,0,1
train,none,5248838,1,7,3,4,0,0,6,0,2,0,4,0,6,0,0,0,3,0,0,3,0,0,0,1,3,0,1,1,0,2,3,8,0,5,2,0,0,0,46,1,1,32,0.8,0,0,8
train,none,6612013,1,9,2,21,0,0,7,0,0,3,4,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,3,5,0,6,0,1,0,0,45,1,0,53,0.7778,0,0,9
train,none,5576325,1,15,3,31,0,0,4,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,6,10,1,8,0,0,0,0,9,0,8,2,0,0,0,31,1,0,46,0,0,0,13
train,none,7323687,1,6,3,1,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,1,2,0,0,0,0,1,0,2,0,2,0,0,0,0,35,1,0,12,0.5,0,0,3
train,none,6295036,1,10,1,8,-1,-1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,2,0,2,0,0,0,0,16,1,0,12,0,0,0,1
train,none,7619908,2,2,1,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,9,0,0,0,3
train,none,7457519,3,2,1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,1
train,none,6857065,1,4,5,7,0,0,4,0,3,1,0,0,3,0,0,0,3,0,0,3,0,0,3,0,1,0,0,0,0,1,4,5,0,5,0,0,1,0,52,17,0,23,0.5556,0,0,4
train,none,4277815,1,1,4,0,0,0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,22,1,0,12,1.3333,0,0,4
train,none,6337145,1,15,2,4,0,0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,4,0,1,0,0,0,0,6,0,6,1,0,0,0,32,1,0,25,0.875,0,0,6
train,none,7326860,1,4,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,3,0,0,0,1
train,none,4969128,3,2,1,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1,0,6,0,0,0,6
train,none,3822072,2,0,3,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,10,9,0,0,0,0,0,0
train,none,7227811,2,8,1,7,0,0,8,0,7,0,0,1,8,0,0,0,2,0,0,0,0,2,2,0,5,0,2,0,0,0,0,2,0,2,1,0,0,0,28,24,0,33,1.1429,0,2,12
train,none,8822271,2,13,3,28,0,0,24,0,22,2,0,0,24,0,0,0,5,4,2,3,0,0,4,3,20,0,9,2,2,8,5,21,1,13,2,0,5,0,134,9,0,173,0.954,0,0,57
train,none,4651467,2,6,2,2,0,0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,29,9,0,14,1.3333,0,1,4
train,none,8896304,2,8,2,23,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,4,5,0,1,3,0,0,0,41,10,0,83,0,0,9,17
train,none,4750918,1,12,2,16,0,0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,1,1,3,2,1,1,0,8,0,8,0,9,2,0,0,0,44,1,1,32,1,0,0,4
train,none,7199388,2,2,1,6,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,6,0,0,0,1
train,none,7237730,2,5,2,11,0,0,7,0,6,1,0,0,6,0,0,1,5,0,0,5,0,0,4,4,6,0,1,0,0,6,0,6,2,6,2,0,0,0,55,1,0,36,1.1667,0,7,10
train,none,8272324,1,1,1,3,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,20,1,0,4,0,0,0,1
train,none,9191083,1,6,4,1,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,51,1,0,10,0.5,0,0,3
train,none,3754188,1,20,3,40,0,0,7,0,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,5,2,14,0,0,17,0,11,1,11,5,0,0,0,52,1,0,142,0,0,0,32
train,none,7576345,2,1,1,1,0,0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,3,0,4,0,0,0,0,1,0,3,0,3,0,0,0,0,17,10,0,17,1.25,0,3,5
train,none,8278588,1,5,1,19,0,0,8,0,6,2,0,0,6,0,0,0,4,2,1,3,0,0,3,1,4,2,0,2,1,3,0,14,0,11,2,0,0,0,89,1,2,51,0.75,0,0,12
train,none,4736526,1,6,1,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,19,0,0,0,7
train,none,3901039,2,2,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,3,0,0,0,1
train,none,7452621,1,1,1,8,0,0,31,31,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,7,35,1,11,0,19,1,50,7,29,6,1,0,0,0,77,1,0,97,0,0,0,34
train,none,4612586,1,7,1,3,0,0,5,0,4,0,0,1,5,0,0,0,5,1,0,5,0,0,5,3,4,0,0,0,0,0,1,5,0,5,0,0,0,0,42,1,0,18,0.85,0,0,5
train,none,8267819,2,7,2,7,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,10,18,0,5,2,0,0,0,49,0,0,41,0,0,7,8
train,none,6425142,1,8,2,5,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,2,0,2,2,0,0,0,26,1,0,15,0,0,2,5
train,none,5862710,2,6,1,5,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,1,0,1,0,0,2,0,4,2,3,1,0,0,0,18,9,0,13,2,0,2,4
train,none,5327459,1,6,1,10,-1,-1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,18,1,2,7,0,0,0,2
train,none,9507808,2,2,2,0,0,0,2,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,16,9,0,9,2,0,1,3
train,none,7168351,1,1,1,0,0,0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,12,1,0,18,0.8,0,0,6
train,none,7294593,1,2,2,13,0,0,4,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4,3,0,4,0,9,6,18,3,13,3,0,1,0,62,1,0,63,0,0,0,13
train,none,4808674,1,5,1,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,9,0,0,0,3
train,none,7434990,1,6,1,3,-1,-1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,2,0,1,1,0,0,0,20,16,2,13,0,0,0,2
train,none,6282334,1,11,1,55,0,0,17,0,3,13,1,0,4,0,0,0,37,26,18,19,0,0,26,18,24,9,15,1,2,93,8,84,6,72,4,0,0,0,237,1,14,215,0.9459,0,0,69
train,none,6483192,1,5,2,20,0,0,4,0,2,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,6,4,4,2,3,27,18,25,9,15,4,0,0,0,88,1,0,113,0.3333,0,0,26
train,none,5322883,1,3,1,16,0,0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,3,1,0,0,0,0,3,12,1,7,1,0,0,0,69,1,0,35,0.5556,0,0,8
train,none,7127663,3,3,1,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0,10,0,0,0,10
train,none,8954112,1,7,1,14,0,0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,2,1,2,0,0,0,1,2,9,1,6,1,0,0,0,25,1,0,31,0.2,0,0,8
train,none,3762543,1,3,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,3,0,0,0,1
train,none,7763705,1,10,1,22,0,0,3,0,3,0,0,0,3,0,0,0,4,1,0,4,0,0,4,2,2,0,1,3,0,7,0,8,0,8,3,0,0,0,36,1,5,55,0.375,0,0,8
train,none,7201007,1,9,1,15,0,0,3,3,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,3,3,0,3,0,0,10,0,6,0,4,1,1,0,0,34,1,0,50,1.5,0,0,9
train,none,7391521,2,6,1,21,0,0,11,4,8,2,0,1,9,0,0,0,3,1,1,0,0,2,0,15,10,0,0,0,0,9,0,2,0,6,0,0,1,2,42,9,0,36,1.1,0,2,11
train,none,8564277,3,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,2,0,0,0,2
train,none,8598065,2,4,1,8,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,1,0,0,0,18,10,0,20,0,0,1,5
train,none,5742756,2,12,1,7,0,0,10,1,2,0,2,6,10,1,0,0,3,0,0,0,3,0,1,0,5,1,6,0,0,3,6,13,2,6,3,0,0,0,55,1033,0,67,1.1111,0,3,22
train,none,5798002,1,10,2,4,0,0,5,0,2,0,0,3,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,3,1,2,0,5,0,0,0,0,26,1,0,16,0.85,0,0,6
train,none,6880454,1,7,1,6,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,12,1,0,5,0,0,0,1
train,none,8212971,1,1,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,12,1,0,0,0,0,0,0
train,none,5565017,2,2,1,19,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,1,1,3,0,0,0,13,9,0,32,0,0,6,8
train,none,6445346,2,4,2,12,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,4,0,2,5,12,15,5,10,2,0,0,0,20,1,0,33,0,0,0,8
train,none,6311026,1,4,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,6,0,0,0,2
train,none,6173419,1,8,3,4,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,23,1,0,11,0.75,0,0,3
train,none,6623354,1,18,1,20,-1,-1,4,0,1,3,0,0,1,0,0,0,5,0,0,5,0,0,0,1,4,2,0,0,0,13,3,20,1,25,2,0,0,0,49,1,0,44,1,0,0,11
train,none,4069688,1,12,3,10,0,0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,40,1,0,9,0,0,0,2
train,none,7880048,2,2,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,3,0,0,0,1
train,none,3772718,3,2,1,0,-1,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,1
train,none,7182108,1,8,1,59,0,0,15,2,5,10,0,0,5,0,0,0,15,7,0,15,0,0,9,31,31,9,20,1,7,34,83,135,45,94,4,0,3,0,374,1,0,391,0.9514,0,0,112
train,none,7961199,2,3,2,1,0,0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,14,9,0,15,0.5,0,0,5
train,none,4192613,1,8,2,12,0,0,10,0,5,0,5,0,10,0,0,0,4,1,0,1,1,2,1,1,5,0,1,0,0,1,1,4,0,4,1,0,2,0,40,1,0,34,0.7222,0,0,11
train,none,4594723,1,2,1,7,0,0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,7,2,0,0,1,0,2,4,1,4,1,0,3,0,88,1,0,41,0.75,0,0,10
train,none,3862557,1,3,1,3,0,0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,2,9,0,6,2,0,3,0,6,0,2,2,0,0,0,20,1,0,47,0.25,0,0,14
train,none,9012542,2,3,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,18,10,0,9,0,1,7,1
train,none,5875400,3,4,1,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93,1,0,6,1.2,0,0,6
train,none,8209082,1,0,1,0,0,0,7,7,6,0,1,0,7,0,0,0,2,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,21,1,0,16,1,0,0,7
train,none,5002069,1,6,4,12,0,0,4,0,3,1,0,0,3,0,0,0,4,0,0,3,0,1,0,1,4,1,3,2,0,10,2,11,1,9,3,0,0,0,49,1,0,44,0.9167,0,0,11
train,none,6235781,1,19,2,24,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,18,9,2,10,0,1,2,0,55,1,0,41,1,0,0,3
train,none,7482808,1,2,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,1
train,none,8904606,1,17,3,24,0,0,9,0,4,3,2,0,6,0,0,0,17,1,0,1,0,16,1,7,9,3,14,0,15,1,21,50,17,32,2,0,0,0,179,1,1,139,0.8162,0,0,37
train,none,7195480,2,3,1,12,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,50,9,0,17,1.5,0,0,3
train,none,7689561,1,2,1,3,0,0,9,0,8,0,0,1,9,0,0,0,5,0,0,5,0,0,5,0,20,0,16,0,8,5,6,13,11,8,2,0,0,0,28,0,0,60,0.525,0,0,29
train,none,3756805,1,10,1,18,0.2,0.5090909,11,0,11,0,0,0,11,0,0,0,6,1,0,6,0,0,1,1,10,1,6,0,2,4,1,10,0,9,2,0,0,0,52,1,1,72,0.8833,0,0,27
train,none,4431383,1,3,1,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0,6,0,0,0,2
train,none,6266636,1,2,1,5,0,0,1,1,1,0,0,0,2,0,0,0,10,10,10,0,0,0,10,5,1,0,1,1,0,9,2,10,1,10,1,0,0,0,107,17,0,8,0,0,0,2
train,none,7867125,1,14,2,18,-1,-1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,5,3,0,2,0,1,6,0,9,0,7,2,0,0,0,52,1,0,34,0,0,0,8
train,none,8780201,1,3,2,1,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,10,1,0,11,0,0,0,3
train,none,5467722,2,5,2,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,0,14,0,0,0,3
train,none,8917316,2,2,1,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,0,0,0,1
train,none,6310927,1,0,1,1,-1,-1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,101,1,0,8,0,0,0,3
train,none,8187132,1,4,2,2,0.22222222,0.22222222,10,0,10,0,0,0,10,0,0,0,4,0,0,4,0,0,1,0,6,0,0,0,0,0,0,6,0,4,0,0,0,0,20,1,0,31,0.8333,0,0,10
train,none,7586207,1,11,1,20,0,0,6,1,4,2,0,0,4,0,0,0,3,0,0,3,0,0,1,8,6,1,5,0,1,9,1,9,2,8,2,0,0,0,73,0,0,50,0.6,0,0,11
train,none,8911068,2,5,2,31,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,7,0,0,0,5,10,0,7,5,0,0,0,38,10,0,97,0,0,7,17
train,none,7828511,3,1,1,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,6,0,0,0,6
train,none,7406616,1,4,4,8,0,0,14,8,7,0,0,7,14,0,0,0,0,0,0,0,0,0,0,16,11,17,10,0,2,6,35,19,13,15,6,0,1,0,37,1,0,127,0,0,0,26
train,none,4541684,1,8,1,2,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,6,0,0,0,2
train,none,5739211,3,1,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,0,0,0,2
train,none,8232830,1,15,5,31,0,0,4,0,4,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,1,3,0,0,15,1,15,0,13,2,0,0,0,138,1,0,55,0.6,0,0,11
train,none,7048486,2,3,1,4,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,1,2,3,0,3,1,0,0,0,37,2,0,12,2,0,1,3
train,none,8746908,1,4,3,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0,7,0,0,0,2
train,none,5269525,3,2,1,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,35,0,0,4,0,0,0,4
train,none,6982865,2,2,3,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,0,0,0,12,9,0,8,2,0,1,2
train,none,7795012,1,12,2,8,0,0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,124,1,0,24,0.8333,0,0,8
