parts,label,sample_id,constructor,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
train,none,5456950,0,2,5,1,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,0,0
test,none,5460082,0,9,1,2,4,0,0,3,2,0,0,0,0,0,0,5,1,0,0,0,0,0,21,1,0,0
train,none,5464749,0,3,4,5,14,0,0,0,5,1,1,0,2,0,0,0,0,0,0,2,0,0,6,1,0,0
train,major,3918943,0,11,11,14,47,1,14,1,14,3,4,7,3,0,0,1,2,17,0,5,1,3,38,2,0,0
train,major,8348990,0,16,10,17,46,4,8,2,17,1,1,0,4,0,0,2,4,12,0,3,0,0,41,10,0,1
train,none,5470714,0,0,2,1,4,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,9,2,0,0
train,none,5473580,0,7,4,14,28,1,2,4,14,5,5,1,0,3,0,2,0,3,1,2,0,0,35,2,1,0
test,none,5476379,0,2,3,6,10,1,1,1,6,1,1,1,1,0,0,0,0,1,0,2,0,0,10,1,0,0
train,none,5476959,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0
train,none,5478880,0,11,2,4,8,0,3,0,4,0,0,1,0,0,0,0,0,3,0,1,0,0,11,1,0,0
train,none,5480114,0,5,12,13,32,0,3,1,13,0,0,1,2,1,1,14,0,4,9,2,0,0,50,2,0,0
train,none,5485720,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
test,none,5487652,0,3,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
train,none,5488746,0,2,2,4,10,2,1,4,4,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,0,0
train,none,5490526,0,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
test,minor,8719445,0,14,5,16,46,1,9,1,16,0,0,1,1,1,0,4,3,9,0,2,1,0,43,9,0,0
train,major,6624215,0,11,2,25,46,0,14,1,25,0,0,0,0,1,0,4,12,15,0,1,0,2,44,1,0,0
train,none,5497852,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,1
train,none,5497900,0,2,1,3,6,1,1,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,18,1,0,1
test,none,5498738,0,6,1,4,5,1,1,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0,0
train,major,6844792,0,10,1,17,46,1,12,3,17,0,0,0,0,0,0,5,0,16,2,0,1,0,98,9,0,1
train,minor,8123359,0,7,5,13,46,1,16,1,13,1,1,2,2,0,8,3,2,22,5,5,0,0,35,1,0,0
train,none,5506218,0,4,2,3,9,2,0,0,3,1,2,0,1,0,0,0,0,0,0,1,0,0,8,2,0,0
train,none,5508642,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,9,1,0,0
train,none,5510584,0,6,5,6,14,1,2,2,6,1,3,0,2,0,1,5,1,2,3,1,0,0,17,1,2,0
train,none,5515872,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,5516822,0,5,2,10,10,1,2,1,10,0,0,0,1,0,0,2,0,2,1,1,0,0,18,1,0,1
train,none,5520984,0,1,2,4,6,0,0,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,5,1,1,0
train,none,5525645,0,1,2,3,9,2,0,0,3,0,0,0,0,1,0,1,0,0,1,1,0,0,11,4,1,0
train,none,5534322,1,4,1,0,9,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,18,0,0,0
test,none,5535647,0,4,2,2,8,1,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,0,30,65536,0,1
train,none,5542756,0,4,3,4,11,0,2,2,4,0,0,0,0,0,0,0,2,2,0,1,0,0,10,1,0,0
train,none,5548181,0,5,2,5,15,3,3,2,5,1,1,0,1,0,0,0,0,3,0,2,0,1,30,0,0,1
train,none,5551982,0,3,5,4,20,0,0,2,4,4,1,0,2,0,0,0,0,0,0,2,0,0,13,1,0,0
test,none,5555115,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0
train,none,5559770,0,3,3,7,10,2,2,2,7,0,0,1,0,0,0,0,0,2,0,2,0,0,13,2,0,0
train,major,5355489,0,3,11,18,46,1,5,4,18,0,0,2,3,1,0,2,2,5,2,4,0,0,29,2,0,0
train,none,5578507,0,5,3,9,16,1,3,0,9,2,4,1,0,0,0,2,1,3,0,1,0,0,13,9,2,0
train,none,5580164,0,2,1,0,3,1,0,3,0,0,0,0,0,0,0,6,0,0,1,0,0,0,7,1,0,0
test,none,5580203,0,7,1,11,10,0,5,3,11,0,0,0,0,0,0,2,1,5,1,0,0,0,16,2,0,0
train,none,5585565,0,6,2,9,12,0,4,0,9,0,0,0,0,0,0,4,10,4,0,0,0,0,32,1,0,0
train,none,5585822,0,10,1,14,17,0,2,0,14,2,1,0,0,1,0,5,22,2,0,1,0,0,14,1,0,0
test,none,5586619,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,5591314,0,5,2,12,18,1,4,0,12,0,0,0,0,1,0,3,0,4,0,1,0,0,28,1,0,0
train,major,7108130,0,2,13,1,46,1,12,4,1,0,0,3,2,0,12,0,32,27,22,3,0,0,29,2,0,0
train,none,5596509,0,8,3,12,19,1,3,1,12,0,0,0,2,0,0,4,0,3,0,1,0,0,23,1,0,0
train,none,5596973,0,5,5,10,23,1,6,1,10,0,0,1,0,0,0,0,16,12,8,2,0,0,16,10,0,0
train,none,5601781,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
train,major,5593437,0,21,3,24,45,0,21,1,24,1,1,2,0,2,1,6,28,21,5,3,0,0,62,9,0,0
test,none,5604954,0,2,1,2,5,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,0,1
train,none,5605416,0,1,2,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0
train,none,5608439,0,3,2,6,15,2,5,1,6,0,0,0,0,1,0,2,0,5,0,1,0,0,41,2,0,1
train,major,3942097,0,10,8,24,45,0,12,4,24,1,4,2,1,2,0,4,2,16,1,3,0,0,42,10,0,0
train,none,5616304,0,2,4,4,17,0,1,0,4,1,1,0,0,1,0,2,0,3,1,3,0,0,45,1,1,1
train,none,5618836,0,0,5,4,10,2,1,1,4,0,0,0,2,0,0,0,0,2,0,1,0,0,9,1,0,0
test,none,5621210,0,8,4,7,9,1,2,1,7,0,0,0,0,0,0,0,0,4,0,1,0,0,30,4,0,1
test,none,5622695,0,2,2,8,19,0,1,1,8,0,0,0,0,0,0,2,0,1,0,1,0,0,33,1,0,0
train,minor,8495850,0,8,12,23,45,0,3,0,23,12,1,0,8,1,1,4,0,3,0,2,0,0,42,1,1,0
train,none,5625637,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0
train,none,5626154,0,2,2,1,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0
train,none,5627395,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
test,none,5634327,0,2,9,2,10,1,2,1,2,0,0,0,3,0,4,0,0,3,0,2,0,0,10,1,0,0
train,none,5638052,0,3,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,0,0
test,none,5642265,0,4,3,4,9,1,1,2,4,0,0,1,0,0,0,0,0,1,0,2,0,0,8,1,0,0
train,none,5647618,0,3,3,4,8,0,1,1,4,0,0,1,1,0,0,0,1,1,0,2,0,0,28,16,0,1
train,none,5651881,0,1,1,2,4,1,1,1,2,1,4,0,0,0,0,1,0,1,0,0,0,0,8,1,0,0
train,none,5654509,0,2,1,3,5,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,27,1,0,1
train,none,5655899,0,2,2,2,8,1,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,26,1,0,1
train,none,5657118,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,0,1
train,none,5657457,0,5,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,1
train,none,5657989,0,4,2,4,6,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,0,22,4,0,1
train,none,5658486,0,2,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,17,0,1
train,none,5660411,0,5,2,2,10,1,1,4,2,1,1,0,0,1,0,1,0,1,0,1,0,0,65,1,0,1
test,major,4933953,0,3,15,15,45,2,9,2,15,4,2,0,9,1,2,4,4,13,4,3,0,0,38,1,1,1
test,none,5665524,0,0,5,3,13,2,0,1,3,0,0,2,1,0,0,0,0,0,0,4,0,0,37,4,0,1
train,none,5671828,0,7,12,5,53,5,2,0,5,2,2,0,1,2,1,3,5,9,2,4,0,0,38,17,0,0
train,none,5678475,0,2,1,5,9,1,2,1,5,1,1,0,0,0,0,0,0,2,0,1,0,0,7,1,0,0
train,none,5684516,0,0,4,3,9,1,1,3,3,0,0,1,1,0,0,0,1,1,0,2,0,0,36,4,0,1
train,none,5690366,1,2,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0
train,none,5690795,0,3,2,3,6,1,0,1,3,1,3,0,1,0,0,1,0,0,0,1,0,0,7,1,0,0
train,none,5693079,0,0,2,0,8,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,1,0,0
test,none,5693176,0,3,2,3,6,2,0,2,3,0,0,0,0,0,0,2,0,0,0,1,0,0,7,1,0,0
test,none,5698044,0,2,4,3,12,3,3,2,3,0,0,0,3,0,0,0,0,3,0,1,0,0,10,2,0,0
train,none,5698693,1,1,2,1,5,0,0,1,1,1,1,0,1,0,1,0,0,2,0,0,0,0,8,1,0,0
train,minor,6863919,0,16,9,22,44,5,7,2,22,1,1,1,2,0,1,0,1,7,0,2,1,1,38,17,0,0
train,none,5702663,0,6,1,2,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
train,none,5705708,0,0,4,1,11,0,0,6,1,0,0,0,3,0,0,3,0,0,3,1,0,0,10,9,3,0
train,major,4028364,0,10,12,10,44,5,11,2,10,0,0,0,0,0,0,22,7,11,2,1,0,0,49,1,0,0
train,major,6060474,0,4,9,15,44,0,4,1,15,4,5,1,0,1,0,3,0,11,0,2,0,0,36,1,0,0
train,none,5718043,0,4,2,7,11,1,6,1,7,0,0,1,0,0,1,0,4,6,3,1,0,0,16,1,0,0
train,none,5719331,0,1,2,2,10,2,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,19,10,0,1
train,none,5723163,0,4,4,9,14,4,0,1,9,5,5,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0
test,none,5723559,0,3,2,6,11,0,4,4,6,0,0,1,0,0,0,4,0,4,2,1,0,1,35,12,0,0
test,none,5731614,0,1,2,3,12,0,1,4,3,0,0,1,0,0,0,0,1,8,2,1,0,0,21,0,0,1
train,none,5732162,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,5737047,0,1,2,1,10,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,12,1,0,0
train,none,5738914,0,6,3,10,18,0,3,2,10,1,1,0,1,0,0,3,0,3,0,2,0,0,36,2,3,0
test,major,7092657,0,4,16,5,44,5,4,0,5,0,0,3,11,0,0,0,0,10,0,3,0,0,25,1,0,1
test,none,5747163,0,2,4,0,12,4,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,32,9,0,1
train,none,5748379,0,6,5,7,19,1,0,3,7,0,0,0,2,0,0,0,0,0,0,1,0,0,13,1,0,0
test,none,5749626,0,2,4,3,15,1,3,4,3,1,1,1,0,0,2,2,4,4,9,2,0,0,18,2,0,0
train,none,5752009,0,10,6,9,23,0,0,3,9,5,2,0,0,0,0,2,0,0,1,1,0,0,25,1,0,0
train,none,5759451,0,2,2,3,10,1,2,1,3,0,0,0,1,0,0,0,0,3,0,2,0,0,18,9,0,0
train,none,5760043,0,2,3,1,7,0,1,2,1,1,1,1,0,0,0,0,1,1,0,2,0,0,7,2,0,0
train,none,5761917,0,1,2,1,5,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,9,1,0,0
train,none,5762348,0,9,3,13,16,1,4,1,13,1,1,0,1,0,0,4,0,4,2,1,0,0,20,1,1,0
train,none,5763217,0,2,3,8,15,2,1,0,8,0,0,0,0,1,0,3,0,1,0,1,0,0,12,1,1,0
test,none,5767507,0,3,1,8,8,1,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0
train,none,5768014,0,2,1,4,5,1,1,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0
train,none,5768802,0,2,2,2,7,1,1,1,2,2,1,0,1,0,0,0,0,1,0,1,0,0,7,1,0,0
train,none,5769657,0,7,9,13,27,0,3,3,13,0,0,1,4,0,0,4,3,5,0,3,0,0,23,1,1,0
train,none,5771277,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
test,none,5774985,0,6,1,7,3,1,0,1,7,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0
train,none,5775855,0,4,1,5,5,1,1,1,5,0,0,0,0,0,0,4,0,1,1,0,0,0,18,1,0,0
train,none,5780746,0,3,1,2,5,1,2,1,2,1,1,0,0,0,0,1,0,2,0,0,0,0,13,9,0,0
test,none,5782140,0,3,2,4,5,0,0,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,13,1,1,0
train,none,5782292,0,2,2,3,7,0,2,3,3,1,2,0,1,0,0,1,0,2,0,1,0,0,47,9,0,1
train,none,5784280,1,3,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,1,0,0
train,none,5785684,0,2,1,3,3,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
train,none,5788107,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1
test,none,5788583,0,0,1,3,10,1,2,0,3,0,0,0,0,0,0,0,1,7,0,0,0,0,12,1,0,0
test,none,5790828,0,8,5,6,15,0,3,6,6,2,5,2,1,0,0,3,3,4,0,4,0,0,19,2,0,0
train,none,5793952,0,2,5,9,19,1,2,1,9,0,0,3,0,0,0,3,1,2,1,3,0,0,15,2,0,0
train,none,5798354,0,2,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,1
train,none,5798489,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,5799553,0,0,3,5,9,1,1,3,5,0,0,0,1,0,0,1,0,1,0,2,0,0,14,1,0,0
train,none,5800930,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1
test,none,5801932,0,3,2,0,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27,9,0,1
train,none,5809960,0,2,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
train,none,5816939,0,4,1,5,5,1,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,4,25,0,0
test,none,5818834,0,2,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
train,none,5828765,0,1,2,4,10,1,2,2,4,2,1,0,1,0,0,0,0,4,0,1,0,0,9,1,0,0
train,none,5832184,0,3,5,2,17,1,0,3,2,1,2,0,1,1,0,3,0,0,0,1,0,0,41,1,0,1
train,none,5836088,0,1,2,3,7,1,0,0,3,2,3,1,0,0,0,0,0,0,0,1,0,0,8,2,0,0
train,none,5839532,0,1,5,5,15,2,2,1,5,0,0,0,2,0,0,1,1,4,1,1,0,0,11,9,0,0
train,none,5839980,0,1,10,3,29,8,1,1,3,0,0,0,6,0,0,0,0,1,0,2,0,0,14,1,0,0
train,minor,7769131,0,6,10,10,43,0,9,2,10,1,2,1,3,1,0,8,1,9,0,2,0,0,37,1,0,0
train,none,5841731,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0
train,none,5842829,0,1,3,2,9,1,0,1,2,1,6,0,1,0,0,1,1,1,0,1,0,0,7,1,0,0
train,none,5843392,1,0,2,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,1
train,none,5843574,0,1,2,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,0
train,minor,3922349,0,5,15,17,43,1,9,1,17,3,2,2,0,0,0,0,0,9,0,3,0,0,34,1,0,0
train,major,3986717,0,1,10,8,43,0,6,2,8,1,0,2,0,0,1,8,0,8,1,3,0,0,30,10,0,0
train,none,5854207,0,0,7,4,20,2,3,1,4,0,0,1,4,0,5,1,5,4,3,2,0,0,13,2,0,0
train,none,5855387,0,2,2,4,10,0,0,1,4,1,1,0,1,0,0,0,0,1,0,1,0,0,15,0,0,0
train,none,5855589,0,2,2,2,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,17,1,0,1
train,none,5857311,0,0,3,2,10,2,2,1,2,0,0,0,2,0,0,2,3,2,1,1,0,0,41,10,0,1
train,none,5858827,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
test,none,5863832,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
train,none,5865735,0,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
train,none,5870587,0,0,1,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
test,none,5871338,0,2,1,5,6,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0
train,none,5873847,0,1,2,2,7,1,1,0,2,0,0,1,0,0,0,0,1,2,0,1,0,0,8,1,0,0
train,none,5875574,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,5876865,0,3,1,2,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1
test,none,5882133,1,5,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,1,0,0
train,none,5883695,0,2,1,4,6,1,2,0,4,2,6,0,0,0,0,0,0,2,0,0,0,0,24,1,0,0
test,none,5893533,0,1,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0
train,major,7916535,0,1,9,7,42,1,5,3,7,0,0,0,5,2,0,0,2,10,0,4,0,0,30,8,0,1
train,none,5895731,0,3,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0
train,none,5903677,0,1,3,1,8,2,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,23,1,0,1
test,none,5904263,0,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,1
train,none,5904455,0,1,1,1,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1
train,none,5904841,0,3,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0
train,none,5907678,0,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1
train,none,5907719,0,4,2,3,6,1,0,1,3,0,0,0,0,0,0,0,1,1,0,1,0,0,10,1,0,0
test,major,7291517,0,9,13,12,41,3,9,2,12,0,0,1,1,0,3,4,0,13,0,5,0,0,24,2,0,0
train,none,5912103,0,3,1,4,8,1,1,1,4,0,0,0,0,0,0,0,0,2,0,1,0,0,22,1,0,1
train,none,5919914,0,1,3,3,6,2,2,2,3,2,1,0,0,0,0,0,3,2,3,1,0,0,10,26,0,0
train,none,5922177,0,3,6,9,28,6,5,1,9,2,2,0,1,1,0,3,0,5,0,2,0,0,32,4,3,0
train,none,5923886,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
test,none,5930471,0,5,2,2,7,1,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,12,1,0,0
train,none,5934742,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
test,none,5939437,0,0,2,2,6,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,1
train,none,5939530,0,0,2,3,9,2,1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,24,8,0,1
train,none,5939683,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0
train,major,8917324,0,8,7,6,41,0,8,1,6,0,0,3,2,0,0,0,6,26,0,2,0,0,38,4,0,0
train,none,5942839,0,3,7,4,21,1,1,0,4,1,1,2,2,2,0,1,1,1,1,4,0,0,23,1,0,1
train,major,5384197,0,7,10,8,41,0,8,2,8,1,1,2,4,2,0,2,2,10,0,3,0,0,55,2,0,1
train,none,5950858,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,major,5499603,0,5,7,23,41,1,7,1,23,0,0,2,1,2,0,3,0,7,0,4,0,0,24,1,3,0
train,none,5953028,0,2,2,4,7,0,1,1,4,1,1,1,0,0,0,1,1,1,0,1,0,0,8,1,1,0
train,none,5957064,0,1,2,4,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,0,0
train,none,5958136,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
test,none,5958765,0,2,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
train,none,5959185,0,0,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,10,1,0,0
test,none,5965453,0,2,3,3,8,2,0,1,3,0,0,1,0,0,0,1,0,0,0,2,0,0,8,2,0,0
train,minor,7875037,0,4,8,9,41,0,12,3,9,0,0,1,3,1,1,7,9,14,8,3,0,0,52,10,0,0
train,none,5978414,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
train,none,5979331,0,2,1,2,24,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,24,2,0,0
test,minor,8195539,0,4,6,11,41,2,7,3,11,0,0,1,0,2,2,0,1,9,0,6,0,1,31,1,1,0
test,none,5986705,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
train,none,5988833,0,2,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0,1
train,none,5989223,0,2,1,3,4,0,0,0,3,2,1,0,0,0,0,0,0,2,0,0,0,0,22,9,0,1
train,none,5989938,0,3,1,15,3,1,0,0,15,2,2,0,0,0,0,6,0,0,1,0,0,0,49,4,0,0
train,none,5991696,0,0,2,3,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,1,1
train,none,6009473,0,0,2,0,6,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,8,1,0,1
train,none,6009570,1,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,6010673,0,4,1,3,3,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
train,none,6014861,0,4,1,4,3,1,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,1,6,1,0,0
train,none,6016685,0,2,4,2,12,3,0,1,2,0,0,0,0,0,0,4,0,0,0,1,0,0,19,9,0,0
train,none,6016779,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
test,none,6017172,0,3,1,3,5,1,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,11,2,1,0
train,none,6020057,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0
test,none,6021504,1,2,1,0,4,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,1,0,0
train,none,6024615,0,6,1,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
train,none,6029853,1,1,2,2,10,0,0,2,2,2,1,0,1,0,0,1,0,0,0,1,0,0,56,1,0,1
train,none,6030541,0,4,1,5,7,0,2,3,5,1,1,0,0,0,0,0,0,2,0,0,0,0,16,1,0,0
train,none,6030681,0,1,2,4,11,1,0,1,4,1,1,0,0,1,0,2,0,1,0,1,0,0,28,9,0,1
train,none,6034374,0,4,2,4,10,2,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,9,4,0,0
train,none,6036658,0,3,5,3,14,0,2,0,3,0,0,2,2,0,2,0,0,2,0,2,0,0,10,0,0,0
train,none,6044730,0,1,1,1,4,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,8,1,0,1
train,none,6048776,0,3,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
train,none,6051478,0,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0
train,none,6052388,0,4,3,8,21,1,10,2,8,0,0,1,1,0,0,2,12,12,9,1,0,0,37,9,0,1
test,none,6057624,0,3,1,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0
train,major,8532133,0,1,8,10,41,1,1,1,10,0,0,1,5,1,0,8,0,4,6,4,0,0,33,1,8,0
train,none,6062576,0,4,3,3,13,3,1,1,3,2,1,0,2,0,0,0,1,1,0,1,0,0,15,1,0,0
train,none,6073975,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
train,none,6078132,0,3,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
test,none,6085688,0,6,4,3,14,3,1,0,3,1,4,0,0,0,1,2,0,1,0,2,0,0,10,1,0,0
train,minor,4679336,0,4,15,10,40,12,3,2,10,0,0,0,0,0,0,4,11,3,0,2,0,0,17,1,0,0
train,none,6094004,0,3,3,10,18,1,1,1,10,1,1,1,1,0,0,0,1,8,0,1,0,0,31,1,0,1
train,none,6106646,0,3,3,5,12,1,3,3,5,0,0,1,0,0,0,0,1,4,0,2,0,0,9,9,0,0
train,none,6108350,0,0,2,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
train,none,6108863,0,4,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
train,none,6117995,0,4,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
test,none,6119399,0,4,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
train,none,6119512,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
